id,precio_soles,precio_dolares,mantenimiento,direccion,ubicacion,area_total,dormitorios,banos,estacionamientos,descripcion,url,site
17070,0,110000,0,"Departamento en Orrantia, Lima","Orrantia, San Isidro, Lima",43.24,1,2,0,Exclusividad y elegancia en el San Isidro residencial Ubicado en la prestigiosa Av. Augusto Pérez Araníbar...,https://www.laencontre.com.pe/inmueble/a25d-b2c2-1983460-e5d78a95b165-7128,laencontre
17071,0,250000,0,"Departamento en Santa Maria Del Mar, Lima","Santa Maria del Mar, Lima",194,3,3,0,"Hermoso tríplex en venta ubicado en playa Santa Maria del Mar, a 6 min del malecón. Área total: 194 m2 | Condominio exclusivo...",https://www.laencontre.com.pe/inmueble/dc36-87b5-1942a1d-8627324afdaf-72fd,laencontre
17072,0,215000,0,"Departamento en Santiago De Surco, Lima","Santiago de Surco, Lima",170,4,3,0,"🏡✨ SE VENDE DEPARTAMENTO AMPLIO EN SURCO – 170 m² ✨🏡 📍 Ubicado en la mejor zona residencial de Surco, este hermoso departamento...",https://www.laencontre.com.pe/inmueble/3deb-b589-19b0983-375ae3b3dafe-7311,laencontre
17073,0,210000,0,"Departamento en Salamanca De Monterrico, Lima","Salamanca De Monterrico, Ate, Lima",270,5,4,0,CONTACTO: SANTA CRUZ BUENDÍA YIENY KENNITHCELL: 9*8*6*9*8*7*3*4*6 VENTA DE AMPLIO DÚPLEX EN AV. JAVIER PRADO – ATE Gran oportunidad...,https://www.laencontre.com.pe/inmueble/36de-9559-19c8428-9b5770993a74-7c0b,laencontre
17074,0,285000,0,"Departamento en Jirón Alonso De Molina, Surco, Perú","Santiago de Surco, Lima",198,2,2,0,"VENDO DEPARTAMENTO 198 M2 1er PISO EN SANTIAGO DE SURCO Ubicado en Jr. Alonso de Molina Cdra. 8XX, Alt. del Cruze de las ...",https://www.laencontre.com.pe/inmueble/83dd-887f-19c73e9-d166adbaa311-75c5,laencontre
17075,0,123882,0,"Departamento en Av. Cuba, Jesús María, Perú","Jesus Maria, Lima",51,2,2,0,Edificio de departamentos Estreno de 22 pisos más azotea. NO PAGA ALCABALA -2 dormitorios área: 51 m2 precio de venta s...,https://www.laencontre.com.pe/inmueble/6524-a0c5-19d233e-6f314f7abc56-721e,laencontre
17076,0,133000,0,"Departamento en Surquillo, Lima","Surquillo, Lima",72,2,1,0,Agente DOMUS: Erika 9.8.8.3.4.1.2---- Los dptos. disponibles 502 -602-702-802-902 Características: * 72m2 * Ascensor directo...,https://www.laencontre.com.pe/inmueble/1dd5-8669-19cbb3e-657c10d88a82-732e,laencontre
17077,0,109735,0,"Departamento en Talambo 161, San Miguel, Perú","Maranga, San Miguel, Lima",75,3,2,0,"Descubre tu nuevo hogar a un paso del Malecón de la Costanera, en una de las mejores zonas de San Miguel. Características...",https://www.laencontre.com.pe/inmueble/f3b-8916-19974b9-e53141ef53ea-73d4,laencontre
17078,0,227908,0,"Departamento en Cercado De Lima, Lima","Cercado de Lima, Lima",127.27,2,2,0,"2 DE MAYO – BARRANCO Entrega inmediata | Modernidad, ubicación y estilo en el corazón de Barranco Vive a pasos del Parque...",https://www.laencontre.com.pe/inmueble/50a9-80ed-19ac18c-8a7a790d86cf-7489,laencontre
17079,0,70000,0,"Departamento en Villa El Salvador, Lima","Villa El Salvador, Lima",116,3,4,0,"VENDO DEPARTAMENTO DE ESTRENO PISO 4 EN VILLA EL SALVADOR 116m2Se encuentra en una zona tranquila, rodeado de parques, colegios...",https://www.laencontre.com.pe/inmueble/aab1-bd97-19c0890-fc39e346a303-787a,laencontre
17080,0,275000,0,"Departamento en Av. José Pardo, Miraflores, Perú","Santa Cruz, Miraflores, Lima",142,3,3,0,VENDO DEPARTAMENTO EN PRIMER PISO DE 142M2 + COCHERA + DEPOSITO EN AV. JOSE PARDO / MIRAFLORES EL INMUEBLE SE ENCUENTRA ...,https://www.laencontre.com.pe/inmueble/f6d0-a7cf-19a78e5-89a42c07b78-7392,laencontre
17081,0,239000,0,"Departamento en Parque Santa Rosa, Surco, Perú","Santiago de Surco, Lima",108,3,3,0,VENDO DPTO. FLAT Y DÚPLEX – PARQUE SANTA ROSA - SURCO Edificio ubicado en Parque Santa Rosa Surco a un paso del CC Caminos...,https://www.laencontre.com.pe/inmueble/2588-99cf-197b9c3-130754f4c0bd-76c5,laencontre
17082,0,159000,0,"Departamento en Corpac, Lima","Corpac, San Isidro, Lima",45,1,1,0,Venta de Departamento en San Isidro – Vista a Parque | Excelente Ubicación Funcional y bien distribuido departamento de ...,https://www.laencontre.com.pe/inmueble/3fc6-9c12-19d5b97-4593bb937c99-7bca,laencontre
17083,0,85000,0,"Departamento en Rimac, Lima","Rimac, Lima",70,3,2,0,DEPARTAMENTO EN VENTA EN CONDOMINIO NUEVO ALCAZAR  UBICACIÓN Condominio Nuevo Alcazar Altura de Av. Prolong. Tacna y Av....,https://www.laencontre.com.pe/inmueble/6c57-a773-19cfee6-56023e1b71e9-73e7,laencontre
17084,0,160000,0,"Departamento en San Luis, Lima","San Luis, Lima",123,3,3,0,🏡🌺𝙑𝙀𝙉𝘿𝙊 𝘿𝙀𝙋𝘼𝙍𝙏𝘼𝙈𝙀𝙉𝙏𝙊 𝘿𝙀 𝟭𝟮𝟯𝙈𝟮 -𝙏𝙊𝘿𝙊 𝟮𝙙𝙤 𝙥𝙞𝙨𝙤- 𝙐𝙍𝘽. 𝙑𝙄𝙇𝙇𝘼 𝙅𝘼𝙍𝘿𝙄́𝙉 – 𝙎...,https://www.laencontre.com.pe/inmueble/a30a-bc26-19d17f6-73e916f0dae0-73ce,laencontre
17085,0,112000,0,"Departamento en La Molina, Lima","La Molina, Lima",134.94,1,1,0,"DEPARTAMENTO EN VENTA – LA MOLINA (ZONA LA FONTANA) Av. La Fontana 1075, La Molina – Lima 15024 Precio: USD 117,500 Departamento...",https://www.laencontre.com.pe/inmueble/d6da-aa44-19cf874-48b0845c6ecf-7474,laencontre
17086,0,220000,0,"Departamento en Av. San Borja Sur, Distrito De San Borja, Perú","San Borja, Lima",106,3,2,0,"🌳𝙑𝙀𝙉𝘿𝙊 𝐇𝐄𝐑𝐌𝐎𝐒𝐎 𝘿𝙀𝙋𝘼𝙍𝙏𝘼𝙈𝙀𝙉𝙏𝙊🏡 , 𝙀𝙉 𝐒𝐀𝐍 𝐁𝐎𝐑𝐉𝐀 𝐂𝐎𝐍 𝐂𝐎𝐂𝐇𝐄𝐑𝐀 🚗. 𝑺𝑨𝑵 𝑩𝑶𝑹𝑱𝑨...",https://www.laencontre.com.pe/inmueble/39e1-a5d2-19c80d6-48ea13392846-7795,laencontre
17087,0,149000,0,"Departamento en Maranga, Lima","Maranga, San Miguel, Lima",136,3,2,0,"Se vende amplio y luminoso departamento ubicado en la cuadra 3 de Chinchaysuyo, en el distrito de San Miguel. La propiedad...",https://www.laencontre.com.pe/inmueble/aea9-b2a2-19d0330-4aa730f352a4-7984,laencontre
17088,0,185000,0,"Departamento en Calle Morales Duarez 220, Urbanización Chacarilla Del Estanque, San Borja, Lima, 15037, Per","San Borja, Lima",101,3,2,0,"CHACARILLA DEL ESTANQUE SAN BORJA – FLAT REMODELADO DE 101 m² ✨🏡 💰 Precio: $185,000 dólares Vive en una de las zonas...",https://www.laencontre.com.pe/inmueble/39ac-adf4-688390e0-e691ca5b9ed0-43c7,laencontre
17089,0,158000,0,"Departamento en Avenida Almirante Miguel Grau, Barranco, Perú","Barranco, Lima",88,2,2,0,VENDO DEPARTAMENTO ESTRENO DE 88M2 + COCHERA EN URB. FUNDO TEJADA / BARRANCO EL INMUEBLE SE ENCUENTRA FRENTE A UN PARQUE...,https://www.laencontre.com.pe/inmueble/accb-9742-19ae6b5-8f938a1aa702-75c0,laencontre
17090,0,410000,0,"Departamento en Av. Gral. Juan Antonio Pezet 877, San Isidro, Perú","Country Club, San Isidro, Lima",224,3,2,0,Mas información: Marcelo Barreto 9.2.2....38.......6...9.8.1 ✅ 3 dormitorios amplios ✅ Terraza ideal para reuniones o relajarte...,https://www.laencontre.com.pe/inmueble/fea6-b640-199badb-1e60868072aa-72c0,laencontre
17091,0,109999,0,"Departamento en Avenida Monseñor Jorge Dintilhac, San Miguel, Perú","Cercado de Lima, Lima",70,3,2,0,VIVE CERCA A PLAZA SAN MIGUEL! DEPARTAMENTO CON COCHERA 3ER PISO Área 70m2 Sala Comedor cocina lavandería 3 habitaciones...,https://www.laencontre.com.pe/inmueble/71f5-a7e0-1980c9a-b43b57e3a39a-75c6,laencontre
17092,0,110000,0,"Departamento en Santiago De Surco, Lima","Santiago de Surco, Lima",60,3,1,0,"Venta Departamento en Santiago de Surco S/ 386,100 · USD 110,000 Venta de Departamento en Surco | Cerca Al Mall del Sur ...",https://www.laencontre.com.pe/inmueble/ba8b-8ec7-19c7d4a-5605a567c0bb-7b9f,laencontre
17093,0,175000,0,"Departamento en Santiago De Surco, Lima","Santiago de Surco, Lima",148.78,3,3,0,VENTA DE DEPARTAMENTO DE 148.78M2 + ESTACIONAMIENTO No dejes pasar la Oportunidad de Comprar este Hermoso Departamento de...,https://www.laencontre.com.pe/inmueble/aea6-b630-19c25bf-d27718f3b1a0-78af,laencontre
17094,0,215000,0,"Departamento en La Molina, Lima","La Molina, Lima",122,3,2,0,"Impecable Dúplex con Vista Panorámica en Casuarinas Sur – Santiago de Surco Disfruta de la tranquilidad, seguridad y exclusividad...",https://www.laencontre.com.pe/inmueble/cf62-8216-19c2175-d0284ab69161-7226,laencontre
17095,0,218000,0,"Departamento en San Borja, Lima","San Borja, Lima",130,3,3,0,VENDE C&A ASESORES Y CONSULTORES INMOBILIARIOS SAC: LINDO DEPARTAMRNTO 2DO PISO CON ASCENSOR CON VISTA A LOS JARDINES Y PISCINA...,https://www.laencontre.com.pe/inmueble/93b6-ba2d-6403b795-b17008e6ecdd-463e,laencontre
17096,0,300000,0,"Departamento en San Borja, Perú","San Borja, Lima",180,3,4,0,VENDE C&A ASESORES Y CONSULTORES INMOBILIARIOS SAC VENDO DUPLEX 3PISO VISTA CALLE CON ASCENSOR.- PRIMER NIVEL.- SALA COMEDOR...,https://www.laencontre.com.pe/inmueble/1526-958e-190dcd9-fa576da8551a-73c2,laencontre
17097,0,90000,0,"Departamento en Huascaran, Chaclacayo, Perú","Chaclacayo, Lima",98.69,2,1,0,"🏡 Se Vende Departamento en Chaclacayo – 98 m² Excelente oportunidad de vivir en Chaclacayo, distrito reconocido por su ...",https://www.laencontre.com.pe/inmueble/e2dc-a175-19c9650-e6567d493ce0-7425,laencontre
17098,0,482300,0,"Departamento en Avenida De Los Precursores, Santiago De Surco, Perú","Santiago de Surco, Lima",229,3,5,0,"Ubicado en un edificio de 8 pisos con solo 4 departamentos por piso y un total de 34 unidades, este dúplex tiene: Amplio...",https://www.laencontre.com.pe/inmueble/bae1-a35c-199c0b9-b64ffbde82d4-74cd,laencontre
17099,0,129000,0,"Departamento en Jirón Tacna, Santiago De Surco, Perú","Santiago de Surco, Lima",76,3,2,0,"VENTA DEPARTAMENTO Jr. TACNA. SANTIAGO DE SURCO. PRECIO: $129,000 Mant: S/350 aprox. Imagina llegar a casa y sentir que...",https://www.laencontre.com.pe/inmueble/e50d-b987-19bb0fd-adc6ce536017-71d7,laencontre
17100,0,270000,0,"Departamento en Parque Meliton Porras, Miraflores, Perú","Armendáriz, Miraflores, Lima",101,2,2,0,"Departamento en venta. Zona A1 en el parque Melitón Porras, Segundo piso, área: 101m2, dormitorio principal con baño incorporado...",https://www.laencontre.com.pe/inmueble/af25-92d6-dd48eee3-39fa2584984b-48ab,laencontre
17101,0,265000,0,"Departamento en Jr. El Cascajal 205, Surco, Perú","Santiago de Surco, Lima",114,2,2,0,"Excelente departamento con muy buenos acabados. Ambientes amplios Super bien ubicado, con balcón Incluye 1 cochera y 1...",https://www.laencontre.com.pe/inmueble/5c11-bd2d-19273cb-c1783f979426-7e63,laencontre
17102,0,130000,0,"Departamento en Centro De Salud Jesus Maria, Avenida Arnaldo Márquez, Jesús María, Lima, 15072, Per","Jesus Maria, Lima",92,3,2,0,"Vendo departamento ubicado en piso 10 con vista externa, dentro de edificio seguro de 11 pisos con 4 departamentos por piso...",https://www.laencontre.com.pe/inmueble/1b90-b373-19a27d8-8c732a52b43e-7baf,laencontre
17103,0,129013,0,"Departamento en Maranga, Lima","Maranga, San Miguel, Lima",74.8,3,2,0,"¡VIVE FRENTE AL MAR EN SAN MIGUEL! – DEPARTAMENTO NUEVO ¿Buscas un depa con estilo, buena ubicación y precio que sí vale...",https://www.laencontre.com.pe/inmueble/1370-b067-198e7c3-4659f3f8b59d-7161,laencontre
17104,0,281457,0,"Departamento en Miraflores, Lima","Miraflores, Lima",129.31,1,2,0,CARACTERÍSTICAS DEL DEPARTAMENTO Dúplex 901 con vista externa Área Techada: 88.98 m² | Área Total: 129.31 m² DISTRIBUCIÓN...,https://www.laencontre.com.pe/inmueble/4f03-9902-19be790-94f726bf114d-70b4,laencontre
17105,0,95000,0,"Departamento en San Remo De Los Huertos, Calle Máncora, La Molina, Perú","El Sol De La Molina, La Molina, Lima",51,2,2,0,VENDO DPTO. 2D – FRENTE A PARQUE EL SOL DE LA MOLINA San Remo – Calle Mancora El Sol de La Molina • Edificio 3 pisos •...,https://www.laencontre.com.pe/inmueble/3d2a-ba57-198f6a6-bc56a5e959b8-776b,laencontre
17106,0,125000,0,"Departamento en Late La Tela, Calle Alcatraces 105, San Isidro, Lima, 15047, Per","Corpac, San Isidro, Lima",78,2,2,0,VENDO DPTO. 2D – SAN ISIDRO segundo piso escalera Cuadra 4 Aramburu. Las Garzas Norte cdra. 4. Complejo PNP 78m2 Años 35...,https://www.laencontre.com.pe/inmueble/3865-9294-198a9db-9a6b1f00695f-74e4,laencontre
17107,0,79120,0,"Departamento en Rimac, Lima","Rimac, Lima",70,3,2,0,OPORTUNIDAD VENTA DE DEPA EN CONDOMINIO NUEVO ALCAZAR UBICACIÓN Condominio Nuevo Alcázar Altura de Av. Prolong. Tacna y...,https://www.laencontre.com.pe/inmueble/345d-9c3f-19c8be3-95ab151fe140-70c9,laencontre
17108,0,175000,0,"Departamento en Surquillo, Lima","Surquillo, Lima",102,3,2,0,"Ocasión en Surquillo – Urb. VIPEPSe vende amplio departamento de 102 m² en 3er piso, con cochera independiente. Características...",https://www.laencontre.com.pe/inmueble/9dc1-8d79-19c2176-f8e3f43d3672-7a02,laencontre
17109,0,320000,0,"Departamento en Jirón Enrique León García, Santiago De Surco, Perú","Santiago de Surco, Lima",223.48,3,3,0,✨𝘿𝙐𝙋𝙇𝙀𝙓 𝘿𝙀 𝙀𝙎𝙏𝙍𝙀𝙉𝙊 𝙀𝙉 𝙑𝙀𝙉𝙏𝘼 𝙀𝙉 𝙎𝙐𝙍𝘾𝙊 𝘿𝙋𝙏𝙊. 𝟯 𝘿𝙊𝙍𝙈. (𝙢𝙤𝙙𝙞𝙛𝙞𝙘𝙖𝙗𝙡𝙚 𝙖 𝟱 𝙙...,https://www.laencontre.com.pe/inmueble/bb40-9822-19cf8e5-e6416906f92b-7384,laencontre
17110,0,860000,0,"Departamento en Calle Los Eucaliptos, San Isidro, Perú","Country Club, San Isidro, Lima",398,4,5,0,✨ 𝙎𝙀 𝙑𝙀𝙉𝘿𝙀 𝙀𝙓𝙇𝙐𝙎𝙄𝙑𝙊 𝙋𝙀𝙉𝙏𝙃𝙊𝙐𝙎𝙀 𝘿𝙐𝙋𝙇𝙀𝙓 𝘾𝙊𝙉 𝙋𝙄𝙎𝘾𝙄𝙉𝘼 𝙋𝙍𝙄𝙑𝘼𝘿𝘼 𝙁𝙍𝙀𝙉𝙏𝙀 𝘼 𝙋𝘼𝙍𝙌𝙐𝙀...,https://www.laencontre.com.pe/inmueble/8817-a4e3-19ced76-5e796cf4b37f-72aa,laencontre
17111,0,145000,0,"Departamento en Santiago De Surco, Lima","Santiago de Surco, Lima",92,3,2,0,"Se vende departamento de 92m2, amplio y bien distribuido, ideal para familias, vista interna. Cuenta con: -3 habitaciones...",https://www.laencontre.com.pe/inmueble/62bd-978e-19cd9ff-9e002f6da70e-7c88,laencontre
17112,0,580000,0,"Departamento en Santa Cruz, Lima","Santa Cruz, Miraflores, Lima",0,0,5,0,"Departamento Dúplex en Venta – Excelente Ubicación en Miraflores, Urb. Santa Cruz Se vende amplio y exclusivo departamento...",https://www.laencontre.com.pe/inmueble/fa6f-b790-19c7ab6-fd91df040914-7cd9,laencontre
17113,0,131000,0,"Departamento en Lurin, Lima","Lurin, Lima",200,4,3,0,Vive frente al mar en Lurín – Dúplex de 200 m² con terrazas y jacuzzi Disfruta del equilibrio perfecto entre confort y ...,https://www.laencontre.com.pe/inmueble/adc-a9d5-19a6f28-bfb6f4a55c69-7544,laencontre
17114,0,85,0,"Departamento en Maranga, Lima","Maranga, San Miguel, Lima",70,2,2,0,"LINDO DEPARTAMENTO EN SAN MIGUEL , SALA ,COMEDOR,KITCHENET ,DORMITORIO PRINCIPAL CON BAÑO ,SEGUNDO DORMITORIO CON BAÑO EXTERIOR...",https://www.laencontre.com.pe/inmueble/f8e2-90c0-1916c34-442023c46b8b-76eb,laencontre
17115,0,175000,0,"Departamento en Valle Hermoso, Santiago De Surco, Perú","Santiago de Surco, Lima",120,3,4,0,"Acogedor departamento en primer piso, con amplios y bien distribuidos ambientes. Cuenta con 3 dormitorios, sala comedor iluminada...",https://www.laencontre.com.pe/inmueble/a688-83f2-199bac9-c0b440ac8329-7637,laencontre
17116,0,69000,0,"Departamento en Chorrillos, Lima","Chorrillos, Lima",42.5,1,1,0,OPORTUNIDAD ÚNICA Mini Departamento en Venta – Av. Guardia Civil Vive en una de las zonas más estratégicas y mejor conectadas...,https://www.laencontre.com.pe/inmueble/d9a1-ab18-19c7d4b-e12afac4bad6-7229,laencontre
17117,0,58000,0,"Departamento en Avenida Enrique Meiggs 927, Lima, 15079, Per","El Sol De La Molina, La Molina, Lima",60.6,3,1,0,"🔥 VENTA URGENTE – DEPARTAMENTO EN CERCADO DE LIMA 🔥 💰 SOLO $64,000 – PRECIO DE OCASIÓN 🏡 Se vende acogedor departamento...",https://www.laencontre.com.pe/inmueble/fe30-8ff4-d87c17ff-8ac02098ded7-44c9,laencontre
17118,0,59500,0,"Departamento en Avenida Lima, San Martín De Porres, Lima, 15101, Per","San Martin de Porres, Lima",97.56,2,1,0,"📍 DESCRIPCIÓN: Se vende departamento en primer piso con gran potencial, ubicado en Jr. Maracaibo 2609, en San Martín...",https://www.laencontre.com.pe/inmueble/6521-a794-bd59dd72-e7c5ce318323-4ed9,laencontre
17119,0,143000,0,"Departamento en Jirón Salaverry 501, Magdalena Del Mar, Lima, 15086, Per","Magdalena del Mar, Lima",80,3,2,0,"Departamento con cochera en Magdalena del Mar, rodeado de todo lo que necesitas: supermercados, bancos, restaurantes y acceso...",https://www.laencontre.com.pe/inmueble/1c6e-aac6-8582513a-c72574d2c8cd-43b5,laencontre
17120,0,241685,0,"Departamento en Santiago De Surco, Lima","Santiago de Surco, Lima",122.91,3,3,0,"Se vende departamento de estreno en Surco, frente al parque. No paga alcabala. Características: 3 dormitorios con walk-in...",https://www.laencontre.com.pe/inmueble/d50c-b64d-19c0ff9-48818520d550-77da,laencontre
17121,0,210000,0,"Departamento en Surquillo, Lima","Surquillo, Lima",200,3,2,0,"Lindo departamento ubicado en Calle Las Fresas, Urb. La Aurora, Miraflores El departamento cuenta con un A.C. 100m2 más...",https://www.laencontre.com.pe/inmueble/776c-b0b0-d9ba8f06-45f5b3be2f78-1fea,laencontre
17122,0,180000,0,"Departamento en Surquillo, Lima","Surquillo, Lima",166,3,3,0,"HERMOSO DEPARTAMENTO UBICADO A 5 MINUTOS DE LA AURORA, ALTURA DE LA CUADRA 4 DE SERGIO BERNALES, CÉNTRICO Y CON BUENA UBICACIÓN...",https://www.laencontre.com.pe/inmueble/622372,laencontre
17123,0,412322,0,"Departamento en Calle Raymundo Morales De La Torre 170, San Isidro, Lima, 15073, Per","El Olivar, San Isidro, Lima",137.1,3,2,0,"Lindo townhouse en venta, dando la sensación de estar en una casita, en el primer nivel, desde el ingreso, te recibe una ...",https://www.laencontre.com.pe/inmueble/3177-bdb3-1983105-d6a37ab7291d-7831,laencontre
17124,0,215556,0,"Departamento en Avenida José Gálvez Barrenechea 943, San Borja, Perú","Corpac, San Isidro, Lima",89.9,3,2,0,"Ubicado en Av Gálvez Barrenechea cuadra 9 casi Del Parque Sur, zona muy residencial y con negocios cercanos. NO PAGA ALCABALA...",https://www.laencontre.com.pe/inmueble/10aa-8f1b-198ac3e-a670c9e0858f-753a,laencontre
17125,0,320000,0,"Departamento en Miraflores, Lima","Miraflores, Lima",169,3,2,0,Dpto. 169 mts de àrea construìda Flat 9 no piso del edificio 2 dpto. por piso Sala Comedor Cocina con resposteros altos ...,https://www.laencontre.com.pe/inmueble/e708-90ad-1932cc8-912be996aa04-7c6b,laencontre
17126,0,200193,0,"Departamento en Surquillo, Lima","Surquillo, Lima",90,3,2,0,"En pleno Barrio Médico de Surquillo, el sector más residencial, tranquilo y mejor conectado del distrito. A solo unos pasos...",https://www.laencontre.com.pe/inmueble/b8f1-a54c-19cefdb-da2b9670a022-7093,laencontre
17127,0,118633,0,"Departamento en Santiago De Surco, Lima","Santiago de Surco, Lima",74,3,2,0,"Modernos departamentos de estreno con excelentes acabados, ubicados en edificio residencial con muy buenas áreas comunes ...",https://www.laencontre.com.pe/inmueble/a7a0-bdf9-19cbf92-bbe789943b18-740b,laencontre
17128,0,307740,0,"Departamento en Miraflores, Lima","Miraflores, Lima",136.67,3,3,0,Departamento de 139 m² 3 habitaciones con baño incorporado Sala y comedor amplios y luminosos Cocina americana totalmente...,https://www.laencontre.com.pe/inmueble/5dce-b00f-19c9826-81b624732f0b-7137,laencontre
